team,conference,ncaa_id,rating,rd,volatility,wins,losses
SMU,AAC,505484.0,1777.2087714391162,67.15601284525765,0.05992513312896975,11.0,6.0
Santa Clara,WCC,505470.0,1766.9503023386574,66.87325246000209,0.06002638787221429,12.0,8.0
Colgate,Patriot,505628.0,1766.9015805789095,85.65082807471074,0.05997840796389966,14.0,2.0
Kentucky,SEC,505700.0,1764.3095139037953,63.902123944971365,0.0599668644480738,9.0,16.0
Saint Louis,A-10,505832.0,1761.0552492834488,66.2906546273073,0.06004890717938356,14.0,7.0
TCU,Big 12,505503.0,1752.6522117269224,70.68880785803458,0.05999002862535194,12.0,14.0
Pacific,WCC,505786.0,1750.8183378483943,67.25538949672035,0.05991124976172501,9.0,9.0
UC Irvine,Big West,505614.0,1746.6795629813457,68.35368713023993,0.06000639084823016,18.0,9.0
Winthrop,Big South,505540.0,1746.0099977473492,96.18476603446558,0.06002741586131589,23.0,2.0
Notre Dame,ACC,505776.0,1741.3293152671315,64.99593405431283,0.05988615674075886,11.0,15.0
Abilene Christian,Southland,505571.0,1738.568553206354,97.27675822717609,0.0601083143675603,24.0,5.0
Cincinnati,AAC,505623.0,1732.2661451907572,66.17727166453963,0.059963921316492544,12.0,11.0
UAB,C-USA,505576.0,1728.1712602200437,67.72948422468144,0.059961274668647147,22.0,7.0
Morehead St.,OVC,505740.0,1719.2033286651126,74.02467081488825,0.05995334377973152,23.0,8.0
UC Riverside,Big West,505616.0,1710.5141984345503,65.73604669782287,0.05997771492460675,14.0,8.0
Missouri St.,MVC,505488.0,1705.3950305977369,71.26695010777743,0.05990046836444166,17.0,7.0
Belmont,OVC,505564.0,1701.960783486208,75.49777011435705,0.059976368306039765,26.0,4.0
Southern Utah,Big Sky,505487.0,1699.375022732264,75.57685145224985,0.05994555646807424,20.0,4.0
Navy,Patriot,505517.0,1698.3686891374898,87.96574118685923,0.06002013386391391,15.0,3.0
Liberty,A-Sun,505705.0,1696.9364212644452,79.63011856056426,0.05998861156042462,23.0,6.0
Richmond,A-10,505802.0,1696.4559041109533,65.12396294882028,0.06010702269943099,14.0,9.0
UCF,AAC,505620.0,1691.0510021770149,66.5727282376918,0.059978963432148626,11.0,12.0
California,Pac 12,505612.0,1691.0338454676207,69.118748207857,0.05991382913009009,9.0,20.0
Marshall,C-USA,505719.0,1689.973502586085,68.61372641135173,0.05996332442221966,15.0,7.0
Pittsburgh,ACC,505791.0,1688.6926772210604,65.98321998985534,0.06018483763354303,10.0,12.0
Dayton,A-10,505638.0,1688.1121164740653,65.9562574514277,0.06024825659268116,14.0,10.0
UNC Greensboro,Southern,505747.0,1684.901957090307,65.3343317242167,0.06002545913054403,21.0,9.0
Davidson,A-10,505637.0,1684.0482985169592,67.2656265132798,0.05995023798385268,13.0,9.0
Old Dominion,C-USA,505782.0,1681.1886717989273,67.05831937527162,0.05998454769085138,15.0,8.0
Miami (FL),ACC,505728.0,1676.8388001369576,68.62008795944816,0.06021186432964574,10.0,17.0
Kansas St.,Big 12,505697.0,1676.2898173053597,78.80186704351148,0.060022157172409864,9.0,20.0
Wyoming,MWC,505545.0,1671.4560200750545,70.63656138853868,0.06003588595112385,14.0,11.0
Eastern Wash.,Big Sky,505653.0,1671.0213254415394,71.0720399735803,0.059938651227984203,16.0,8.0
Nebraska,Big 10,505749.0,1668.6839837308282,72.37645100965294,0.05993904425305119,7.0,20.0
Ohio,MAC,505779.0,1664.814218205344,68.2282675893588,0.06001890420115337,17.0,8.0
Georgia St.,Sunbelt,505668.0,1661.8333628567943,73.18717875023655,0.06007127592010321,16.0,6.0
Indiana St.,MVC,505687.0,1654.881379565584,68.59577681269046,0.05992311412503303,15.0,10.0
San Francisco,WCC,505839.0,1648.4282207073288,68.53371204370275,0.060033032213996085,11.0,14.0
Vanderbilt,SEC,505521.0,1644.7359876311666,67.40737340586811,0.05991257477118018,9.0,16.0
Oral Roberts,Summit,505783.0,1643.0327305987166,73.39331537146941,0.06021615880903007,18.0,11.0
Texas A&M,SEC,505502.0,1642.4401133153601,67.1860683277808,0.05994949209561799,8.0,10.0
DePaul,Big East,505639.0,1635.9062301026813,69.39530566342567,0.05997608574730741,5.0,14.0
South Carolina,SEC,505475.0,1627.82808354397,67.7961345591166,0.059980875666578705,6.0,15.0
Washington,Pac 12,505531.0,1623.7256220274003,72.24073333169916,0.060042125682865474,5.0,21.0
Grand Canyon,WAC,505553.0,1618.323826189659,70.3341874242511,0.059995465896614614,17.0,7.0
Fresno St.,MWC,505606.0,1616.5952590358418,69.78403749072953,0.05987575999328092,12.0,12.0
Weber St.,Big Sky,505532.0,1615.5395467589324,70.74937671580548,0.0600001820336702,17.0,6.0
Wofford,Southern,505562.0,1615.4886209834635,62.90564069315281,0.060004843581322555,15.0,9.0
CSU Bakersfield,WAC,505605.0,1611.329565811753,65.61401612812959,0.06000727307290764,15.0,11.0
George Mason,A-10,505664.0,1604.7337361022421,66.42404333419294,0.059882897999679864,13.0,9.0
Furman,Southern,505663.0,1597.5047433080217,65.30778551695462,0.05994926580936174,16.0,9.0
Chattanooga,Southern,505499.0,1595.074708612388,64.64777069877583,0.0599541183832158,18.0,8.0
Mercer,Southern,505726.0,1589.9157161226499,63.894181303015834,0.059962171875976016,18.0,11.0
South Dakota St.,Summit,505476.0,1583.480106848088,68.55014752918919,0.06001144153741851,16.0,7.0
Toledo,MAC,505510.0,1579.5006184655792,67.91997224065892,0.0600604553623033,21.0,9.0
Duquesne,A-10,505647.0,1578.7649947997186,65.64108852076943,0.060093443452253266,9.0,9.0
UC Davis,Big West,505613.0,1573.2980635741794,65.2261339586976,0.05991659633412633,10.0,8.0
UTSA,C-USA,505509.0,1571.1324804802082,69.38222354256986,0.0599826875817963,15.0,11.0
Buffalo,MAC,505602.0,1560.3757827684753,65.96468589054689,0.05992521060740811,16.0,9.0
Texas St.,Sunbelt,505489.0,1554.7047458271832,71.1684634491977,0.059896731290587445,18.0,7.0
Tulsa,AAC,505514.0,1549.1100905390617,68.44232576302377,0.060222307358294584,11.0,12.0
Hawaii,Big West,505676.0,1544.0742961227056,64.8783026361021,0.05995807338022601,11.0,10.0
Texas Southern,SWAC,505504.0,1542.1219600089848,76.63991638442204,0.05996029397260953,17.0,9.0
Eastern Ky.,OVC,505651.0,1540.7260376670529,74.04318578059713,0.06006777622905607,22.0,7.0
UNLV,MWC,505751.0,1540.6032213530195,71.07857676076982,0.059928519702784004,12.0,15.0
Prairie View,SWAC,505794.0,1540.2321381458285,79.25136507615767,0.059959258509463036,16.0,5.0
ETSU,Southern,505649.0,1539.525425377216,63.44052237215418,0.059973341585150136,13.0,12.0
South Fla.,AAC,505478.0,1537.5789009771238,68.29409335843565,0.060023631176468445,9.0,13.0
Rhode Island,A-10,505800.0,1535.7806978596575,64.57246117006505,0.06014582253959893,10.0,15.0
Rice,C-USA,505801.0,1532.4893947534508,69.78245932353764,0.059949133890878234,15.0,13.0
Northeastern,CAA,505768.0,1529.5950781555796,65.83176205530286,0.059951960092609384,10.0,9.0
James Madison,CAA,505696.0,1527.9376205404963,66.29350540509257,0.05995269983183348,13.0,7.0
UTEP,C-USA,505508.0,1522.7644145028232,68.77674715219285,0.060048402891234136,12.0,12.0
Coastal Carolina,Sunbelt,505627.0,1515.370717803739,68.47615977777726,0.059930910421681735,18.0,8.0
Wake Forest,ACC,505529.0,1509.668163491505,72.65076075111962,0.05990079887394016,6.0,16.0
Akron,MAC,505572.0,1507.1236153169255,66.23527260819519,0.060106980668182326,15.0,8.0
Kent St.,MAC,505699.0,1506.955054918176,66.39860299938776,0.05988979154717712,15.0,8.0
UC San Diego,Big West,505932.0,1506.8423682168345,66.79792968493528,0.059925220787526656,7.0,10.0
Drexel,CAA,505645.0,1502.724830456815,64.04125263805912,0.06000701968895483,12.0,8.0
Jacksonville St.,OVC,505694.0,1499.2687736636597,69.87490465526353,0.05982140357723837,18.0,9.0
Nicholls St.,Southland,505759.0,1490.743905975045,83.27774266223533,0.059892679308565774,18.0,7.0
Iona,MAAC,505690.0,1489.553307327776,67.00219126561382,0.06004719713257702,12.0,6.0
Boston College,ACC,505594.0,1485.449822955876,72.5132420622827,0.059956954972404296,4.0,16.0
VMI,Southern,505525.0,1483.9491378566408,65.47097066320374,0.06015444682699862,13.0,12.0
Wright St.,Horizon,505544.0,1483.4545290370872,70.22536190173858,0.05998919494818707,18.0,6.0
UNI,MVC,505772.0,1481.5882293865252,67.44522546148181,0.059985427539150045,10.0,15.0
Bellarmine,A-Sun,505877.0,1481.1674619631128,67.04482957259161,0.05989103747289376,14.0,8.0
Cleveland St.,Horizon,505626.0,1475.088375074364,70.1514024644995,0.059947949640110985,19.0,8.0
Norfolk St.,MEAC,505760.0,1471.1085414058123,70.59380700706926,0.06004824140145919,17.0,8.0
North Dakota St.,Summit,505764.0,1470.9976080949068,67.01642584655336,0.05993435581255854,15.0,12.0
Montana,Big Sky,505739.0,1464.8926053085038,68.84520888524116,0.0600266419550215,15.0,13.0
Sam Houston St.,Southland,505835.0,1463.4755400503866,79.53866044739041,0.060100353544226784,19.0,9.0
Appalachian St.,Sunbelt,505580.0,1460.5164031538548,65.02686464881377,0.060213468349834764,17.0,12.0
Louisiana,Sunbelt,505490.0,1458.5640738107343,66.47767416826231,0.06019476134836332,17.0,9.0
Southern Ill.,MVC,505482.0,1455.6173519154102,66.91900627694032,0.059958619871612225,12.0,14.0
Montana St.,Big Sky,505738.0,1453.7395337286623,66.83754776107247,0.06000433026297734,13.0,10.0
New Mexico St.,WAC,505755.0,1448.1345839887756,63.637934679643564,0.05991237611618598,12.0,8.0
Hofstra,CAA,505677.0,1448.099604234434,63.85729529651118,0.059924579680648904,13.0,10.0
The Citadel,Southern,505624.0,1444.9547370994085,65.04453750554381,0.05993210252218908,13.0,12.0
East Carolina,AAC,505648.0,1444.4264086323444,69.26297660551924,0.05996623262078935,8.0,11.0
CSUN,Big West,505609.0,1441.857993186484,65.2412383354482,0.06011899608608656,9.0,13.0
Utah Valley,WAC,505569.0,1440.1788934589454,64.89607234233894,0.059954733286448146,11.0,11.0
Bradley,MVC,505597.0,1436.597576078111,66.86981093756387,0.06005160314021315,12.0,16.0
Saint Joseph's,A-10,505831.0,1434.5735768337033,67.53143018669108,0.05998460284950794,5.0,15.0
Temple,AAC,505496.0,1431.611047586942,68.16412206552317,0.0600292045781573,5.0,11.0
Siena,MAAC,505472.0,1430.6845123321648,63.97006479907761,0.05996540810826513,12.0,5.0
South Alabama,Sunbelt,505473.0,1430.014415729732,68.27772020387486,0.06004131106341708,17.0,11.0
Evansville,MVC,505654.0,1422.482080534823,68.05722335465585,0.06000282462713091,9.0,16.0
Army West Point,Patriot,505516.0,1415.4757566863861,70.46092808214738,0.06014397487447115,12.0,10.0
La Salle,A-10,505701.0,1415.3828292077585,66.71261046816329,0.06015665744434496,9.0,16.0
Fla. Atlantic,C-USA,505658.0,1413.7775431531795,66.10540033528997,0.05985132861682254,13.0,10.0
UMBC,Am. East,505720.0,1411.0696213179897,67.31469455844199,0.06001709095096682,14.0,6.0
Cal St. Fullerton,Big West,505607.0,1408.9944311738968,65.16614493570887,0.0601013064796162,6.0,10.0
Seattle U,WAC,505556.0,1404.6318596639098,64.86479196378087,0.05998292451434709,12.0,11.0
Bryant,NEC,505600.0,1400.354942837688,68.2426548277502,0.06008221720873328,15.0,7.0
South Dakota,Summit,505477.0,1400.181898248667,68.81650984074523,0.06009222449482034,14.0,11.0
Wagner,NEC,505528.0,1394.7447592925503,65.90216949222504,0.05995557467589981,13.0,7.0
Valparaiso,MVC,505520.0,1389.5474997712438,68.49442838334856,0.06012815503588499,10.0,18.0
Morgan St.,MEAC,505741.0,1381.3573556753481,66.67867475462286,0.06008322373674472,14.0,8.0
Long Beach St.,Big West,505608.0,1381.028297097596,65.89719247487642,0.059934448555955686,6.0,12.0
California Baptist,WAC,505841.0,1376.2836468376806,65.48842936468631,0.0600938341046667,13.0,10.0
Elon,CAA,505551.0,1374.201795307938,63.97804537333563,0.05989679989850653,10.0,9.0
Monmouth,MAAC,505737.0,1373.4345856558912,62.74675971821679,0.059907127968549446,12.0,8.0
Bowling Green,MAC,505596.0,1373.2329689999565,65.67238663363514,0.06011951625643571,14.0,12.0
Miami (OH),MAC,505727.0,1369.440541238334,65.62497415533248,0.059789305724852436,12.0,11.0
Western Caro.,Southern,505534.0,1367.2608002631403,66.57949825745276,0.05998070501900161,11.0,16.0
Col. of Charleston,CAA,505550.0,1365.4613743505001,66.03730355653245,0.059944606888443726,9.0,10.0
Ball St.,MAC,505588.0,1355.5232998264673,66.3489416675725,0.059918077534543146,10.0,13.0
Portland,WCC,505793.0,1353.7785867785599,76.23854044574549,0.05999653729764223,6.0,15.0
Tarleton St.,WAC,506541.0,1344.3834453190073,66.81467787313589,0.059935524271833976,10.0,10.0
Northern Colo.,Big Sky,505770.0,1344.3211107849882,68.41741842290602,0.06000341311545677,11.0,11.0
FGCU,A-Sun,505568.0,1337.7619886507216,63.63750559824293,0.060111922773927885,10.0,8.0
Idaho St.,Big Sky,505682.0,1337.0452712935985,68.16200383789192,0.059946889679550246,13.0,11.0
North Ala.,A-Sun,505570.0,1334.078733710855,66.02432354022352,0.05990392717380722,13.0,11.0
UT Arlington,Sunbelt,505506.0,1331.8049513025962,64.5515427854175,0.05990121604272451,13.0,13.0
Lipscomb,A-Sun,505567.0,1329.0025721373277,66.28128948666227,0.06008907644155588,15.0,12.0
Jackson St.,SWAC,505693.0,1327.5782978121297,75.58123604261634,0.059878841465721686,12.0,6.0
Saint Peter's,MAAC,505834.0,1323.3251194942045,62.924979418253734,0.060006503340617634,14.0,11.0
Detroit Mercy,Horizon,505643.0,1323.2908764534889,67.32030508016689,0.05990623286965132,12.0,10.0
Stetson,A-Sun,505493.0,1322.8391979324413,65.29791258304799,0.06010249558363401,12.0,15.0
Coppin St.,MEAC,505633.0,1321.2170089855877,66.19083275932924,0.06006652678519146,9.0,13.0
Charlotte,C-USA,505746.0,1315.331526701641,70.04229601217212,0.060164959907222156,9.0,16.0
Marist,MAAC,505717.0,1314.2376512417738,61.8811873565518,0.0599731301491065,12.0,9.0
Sacramento St.,Big Sky,505610.0,1309.3298744379256,67.44726323295579,0.059933745806996154,8.0,12.0
Arkansas St.,Sunbelt,505583.0,1308.6542359965174,65.5083027770701,0.06011780121576488,11.0,13.0
Hartford,Am. East,505674.0,1303.5008755003632,70.02044593596278,0.05999975832550155,15.0,9.0
SFA,Southland,505492.0,1296.201355132516,79.61236700558841,0.05996928931806938,16.0,5.0
Northern Ky.,Horizon,505773.0,1294.8305147617345,64.78054882079395,0.05993244269670799,14.0,11.0
Ga. Southern,Sunbelt,505667.0,1294.5517429555466,68.05983886875663,0.059997618362057484,13.0,13.0
William & Mary,CAA,505539.0,1291.9853309115774,64.18005631469792,0.05995489621284817,7.0,10.0
George Washington,A-10,505665.0,1287.04439618793,68.87454506241113,0.060059319049188195,5.0,12.0
Little Rock,Sunbelt,505585.0,1286.5077855811896,65.56855983363864,0.060080509343729646,11.0,15.0
Mount St. Mary's,NEC,505742.0,1280.4170975312718,65.29640759719504,0.05995543314799473,12.0,11.0
Niagara,MAAC,505758.0,1279.709311896039,62.460649135093746,0.06005003399786824,9.0,11.0
Portland St.,Big Sky,505792.0,1278.0953698487485,70.1951855033358,0.06001064161316632,9.0,13.0
Kansas City,WAC,505559.0,1277.6739009790322,71.06613571022254,0.05993991607005518,11.0,13.0
Illinois St.,MVC,505684.0,1273.2077537614964,69.59919855310986,0.06000357709466334,7.0,18.0
San Jose St.,MWC,505840.0,1265.6658732753651,75.36585968197942,0.05995004886439888,5.0,16.0
Northern Ariz.,Big Sky,505769.0,1260.7635858459826,72.05681468599623,0.059922674540961576,6.0,16.0
Murray St.,OVC,505743.0,1260.7364718868635,66.39267421645854,0.06001148825515855,13.0,13.0
New Mexico,MWC,505756.0,1257.8649133327274,72.12747347507208,0.059940141041742515,6.0,16.0
Samford,Southern,505836.0,1255.679259376973,71.28623295124994,0.06005367091767216,6.0,13.0
Iowa St.,Big 12,505691.0,1255.2682581169863,99.7036152830645,0.059963515569116735,2.0,22.0
Fairfield,MAAC,505655.0,1251.0029508026068,62.71283936165242,0.06008342027421191,10.0,17.0
Dixie St.,WAC,506427.0,1247.3055485091156,66.004813653589,0.05997586444089542,8.0,13.0
Air Force,MWC,505515.0,1244.0966864618347,74.86138108411963,0.06008744831379936,5.0,20.0
Sacred Heart,NEC,505806.0,1239.513170583603,62.99186008130994,0.06001396551018251,9.0,9.0
Oakland,Horizon,505777.0,1235.8434643527178,65.84844745010764,0.06008107314733414,12.0,18.0
North Dakota,Summit,505765.0,1234.724123908291,68.8392504608956,0.06020916667068737,9.0,17.0
Southeast Mo. St.,OVC,505479.0,1233.9723345822454,65.59375646453887,0.05995320306758819,11.0,16.0
Austin Peay,OVC,505587.0,1233.4591596726875,66.94061577134781,0.06010646077387777,14.0,13.0
Merrimack,NEC,505842.0,1232.5530073082803,61.71336440770813,0.059878082771049015,9.0,9.0
New Hampshire,Am. East,505753.0,1229.3037357240826,63.778862231381595,0.06004174308213164,10.0,9.0
Troy,Sunbelt,505512.0,1229.1777080229656,70.42711751858883,0.059940495625007396,11.0,17.0
Tulane,AAC,505512.0,1228.3124505562287,70.45001271987911,0.05993863388645491,11.0,17.0
Jacksonville,A-Sun,505695.0,1226.83018420852,66.91598893204483,0.05987526293651675,11.0,13.0
Boston U.,Patriot,505595.0,1226.3208291466751,68.24377194365323,0.05997638011669468,7.0,11.0
St. Francis Brooklyn,NEC,505808.0,1225.3887236922837,61.309295606825465,0.06003010751238449,9.0,10.0
UTRGV,WAC,505787.0,1225.3602800647695,68.79822419280559,0.05993229274097891,9.0,10.0
LIU,NEC,505706.0,1224.1603036752613,61.71147962098448,0.05992915193947404,9.0,9.0
Quinnipiac,MAAC,505798.0,1223.9803287821296,62.25854508091914,0.05991905880794264,9.0,13.0
North Florida,A-Sun,505560.0,1220.7400062087954,67.01499914970097,0.05999628649793278,8.0,15.0
Cal Poly,Big West,505604.0,1220.1671594812074,75.51946017168197,0.05994192714552633,4.0,20.0
Southern Miss.,C-USA,505485.0,1215.5261139973222,69.9249129779175,0.05986679827712475,8.0,17.0
Albany (NY),Am. East,505577.0,1212.2361543062373,62.85284729076974,0.05994750774993451,7.0,9.0
UMass Lowell,Am. East,505711.0,1206.7486990828006,65.52627101184686,0.060062639818594034,11.0,12.0
UNCW,CAA,505748.0,1206.2445231193535,64.33673510359142,0.05998142783951154,7.0,10.0
Campbell,Big South,505617.0,1206.2429034849204,69.95226949256367,0.05988103408412686,17.0,10.0
Youngstown St.,Horizon,505548.0,1204.173712157212,66.19812487342575,0.05994456671404012,15.0,12.0
IUPUI,Horizon,505558.0,1202.116357508433,63.393844117538535,0.0599645059179044,8.0,10.0
Fairleigh Dickinson,NEC,505656.0,1192.7218533638568,62.58630119899679,0.06005913217180495,9.0,15.0
Towson,CAA,505511.0,1192.1922401966992,67.40039120915672,0.05996160060397146,4.0,14.0
Holy Cross,Patriot,505678.0,1189.111657117713,68.15691210634141,0.06015789611563129,5.0,11.0
Milwaukee,Horizon,505543.0,1185.3113578372258,65.85639766521928,0.060027126923944386,10.0,12.0
Radford,Big South,505799.0,1179.1341475143618,70.57463038207801,0.059954037097762494,15.0,12.0
Manhattan,MAAC,505716.0,1173.3571934656081,63.59038123468771,0.059960667164749286,7.0,13.0
FIU,C-USA,505659.0,1170.4256216270194,71.52878417406001,0.06002228980210575,9.0,17.0
Middle Tenn.,C-USA,505731.0,1167.4888048968785,73.98957388051711,0.06002117332118989,5.0,18.0
UNC Asheville,Big South,505744.0,1165.664888628325,68.42031280296506,0.06003826576701954,10.0,10.0
ULM,Sunbelt,505767.0,1161.188951877633,67.46658994526189,0.060041923446269,7.0,19.0
