team,conference,ncaa_id,rating,rd,volatility,wins,losses
SMU,AAC,505484.0,1775.502724018677,69.50703134413995,0.06012762577949258,24.0,9.0
Wyoming,MWC,505545.0,1770.7618769521937,68.32362691206612,0.059917142502389865,25.0,9.0
Davidson,A-10,505637.0,1769.8503957668142,71.25022328289441,0.059962192095187904,27.0,7.0
Wake Forest,ACC,505529.0,1769.0096408218903,70.48944696155243,0.06003374864868133,25.0,10.0
Colorado,Pac 12,505630.0,1763.0138028352007,69.16975420828716,0.0599992498377883,21.0,12.0
San Francisco,WCC,505839.0,1757.9953195285298,72.08433501637107,0.05996462328250535,24.0,10.0
Florida,SEC,505661.0,1755.9026718411747,68.5707244929525,0.060022450828373604,20.0,14.0
Kansas St.,Big 12,505697.0,1750.4879364077963,66.82753951428461,0.06001352878675794,14.0,17.0
South Carolina,SEC,505475.0,1742.9480544629837,66.02809644584585,0.059979191952136225,18.0,13.0
St. John's (NY),Big East,505830.0,1738.5511171503579,69.78229866968611,0.059948967866341664,17.0,15.0
Virginia,ACC,505527.0,1736.777458503032,68.98106343778488,0.0601967002227683,21.0,14.0
North Texas,C-USA,505766.0,1733.050507969048,74.37055163444124,0.05996634057651957,25.0,7.0
UAB,C-USA,505576.0,1732.9227332296323,70.42882596315059,0.060009440922976574,27.0,8.0
Richmond,A-10,505802.0,1731.2190959459695,66.00523997128124,0.05997677817213698,24.0,13.0
VCU,A-10,505524.0,1719.2071977787584,69.09786733020741,0.05996912190740765,22.0,10.0
Mississippi St.,SEC,505733.0,1718.3203844751156,65.97942881042414,0.05991373045871512,18.0,16.0
Butler,Big East,505603.0,1715.415441054716,70.1770380307828,0.05993289458056879,14.0,19.0
Maryland,Big 10,505721.0,1709.2229178284315,64.70653227556178,0.05995921141824441,15.0,17.0
Penn St.,Big 10,505788.0,1702.8432659572286,65.11846430700969,0.060052184731024465,14.0,17.0
Loyola Chicago,MVC,505714.0,1702.6613840949017,69.64837547452109,0.060000085770546684,25.0,8.0
St. Bonaventure,A-10,505807.0,1698.1637578089214,69.85955390973065,0.06001199992308678,23.0,10.0
Vanderbilt,SEC,505521.0,1694.1450535809515,69.16639921190358,0.05994498888695216,19.0,17.0
Arizona St.,Pac 12,505581.0,1692.6123260589545,65.21114705091726,0.06007017998910091,14.0,17.0
Chattanooga,Southern,505499.0,1685.7679320509237,68.72557010712019,0.06001823077007967,27.0,8.0
Florida St.,ACC,505660.0,1684.6373472196674,65.13867759203374,0.06015271969952309,17.0,14.0
Washington St.,Pac 12,505530.0,1683.9681942140508,68.08951010501916,0.05984316032034703,22.0,15.0
Oregon,Pac 12,505785.0,1683.502982403421,68.50466175993675,0.06012540322686559,20.0,15.0
Northwestern,Big 10,505775.0,1680.025185299549,66.84284656401492,0.05989758319572193,15.0,16.0
Washington,Pac 12,505531.0,1677.4887766723375,65.88075496460296,0.06001809478528634,17.0,15.0
Dayton,A-10,505638.0,1676.0677563483182,70.80162484884377,0.06052339564250517,24.0,11.0
Saint Louis,A-10,505832.0,1675.0131352745811,67.75900087839122,0.05992922442685196,23.0,12.0
DePaul,Big East,505639.0,1671.6324682815548,72.27097973093389,0.060005219252512385,15.0,16.0
Stanford,Pac 12,505491.0,1661.711681388207,66.49881597947872,0.06002398096946853,16.0,16.0
UNLV,MWC,505751.0,1657.1642941159066,66.8808294772648,0.060024083442323316,18.0,14.0
Syracuse,ACC,505495.0,1656.4189663407642,65.84978542784445,0.059987655019841206,16.0,17.0
Clemson,ACC,505625.0,1651.1524018045063,64.45763778121595,0.05995539300377908,17.0,16.0
Temple,AAC,505496.0,1651.0862801682233,66.13464663007075,0.05995533751253255,17.0,12.0
UCF,AAC,505620.0,1643.6140746198414,67.3311184766288,0.06008970956300635,18.0,12.0
Belmont,OVC,505564.0,1637.893519146087,76.7503081583439,0.059968050654803304,25.0,8.0
UNCW,CAA,505748.0,1633.6052365125229,65.90489040695094,0.060095811360524026,27.0,9.0
BYU,WCC,505598.0,1633.0046736045776,74.69226765682102,0.06003375410555873,24.0,11.0
Grand Canyon,WAC,505553.0,1624.634993647389,72.51595691763671,0.05995807590182772,23.0,8.0
Towson,CAA,505511.0,1619.1064365247926,68.874404224093,0.059990436593770825,25.0,9.0
Louisiana Tech,C-USA,505709.0,1618.798200982559,68.17386305731547,0.059875436720397655,24.0,10.0
Santa Clara,WCC,505470.0,1617.5702268512846,72.30129921909896,0.0599869676938726,21.0,12.0
Fresno St.,MWC,505606.0,1613.37104885907,69.89680089612328,0.059800690293287474,23.0,13.0
Minnesota,Big 10,505732.0,1612.8583075815195,65.10344547995756,0.059875893123299245,13.0,17.0
Utah St.,MWC,505518.0,1605.9192012799517,68.47475231332537,0.06007700429534534,18.0,16.0
Toledo,MAC,505510.0,1594.573942489058,71.98217611063025,0.059965048338142146,26.0,8.0
Drake,MVC,505644.0,1593.7485663434363,66.95531185196926,0.05995492914804153,25.0,11.0
Tulane,AAC,505512.0,1593.2756354581802,65.3893975134266,0.06011276107480229,14.0,15.0
Abilene Christian,Southland,505571.0,1592.520727834588,68.18983891222551,0.05984811454210728,25.0,11.0
Wichita St.,AAC,505538.0,1592.0129841538007,65.31561085153076,0.05996778900580074,15.0,13.0
Montana St.,Big Sky,505738.0,1589.2720089367374,71.27119589957024,0.05993460122058994,27.0,8.0
Middle Tenn.,C-USA,505731.0,1588.3762035590894,66.73975953038938,0.05987060324249079,26.0,11.0
UNI,MVC,505772.0,1578.681293799558,68.4833094356552,0.06000259076322271,20.0,12.0
Missouri,SEC,505736.0,1573.8457289146745,68.23910550678038,0.060003605714876986,12.0,21.0
SFA,Southland,505492.0,1569.9597960300973,72.17876310864727,0.0601394092094418,22.0,10.0
Ole Miss,SEC,505735.0,1568.2808585566336,66.65709733362495,0.06003692423337756,13.0,19.0
Furman,Southern,505663.0,1562.8788920610991,64.28467945055317,0.0599022187223846,22.0,12.0
Hofstra,CAA,505677.0,1562.0430592982195,66.89660921089862,0.06012986907914761,21.0,11.0
Longwood,Big South,505707.0,1558.5847920757137,73.25224206392596,0.05999367177886081,26.0,7.0
Vermont,Am. East,505522.0,1557.6205853603906,82.69674033099257,0.05997449310452873,28.0,6.0
Cincinnati,AAC,505623.0,1555.4985768313331,67.84788428327,0.060028296734533464,18.0,15.0
Akron,MAC,505572.0,1554.3077215183403,69.96341492028193,0.059983461127565633,24.0,10.0
Missouri St.,MVC,505488.0,1553.0231480090322,68.38769216901402,0.06012203256663204,23.0,11.0
Kent St.,MAC,505699.0,1549.0650453874948,68.39895983970113,0.06012243517432487,23.0,11.0
Nevada,MWC,505752.0,1543.3699846629265,66.87407213561272,0.05981671103785737,13.0,18.0
Nebraska,Big 10,505749.0,1543.0339260451128,72.23837432274526,0.060069060359208996,10.0,22.0
Seattle U,WAC,505556.0,1539.6908888324247,70.12913508007762,0.05984817783290599,23.0,9.0
Louisville,ACC,505710.0,1533.9361240750432,65.9885136490719,0.059912938889086234,13.0,19.0
Saint Peter's,MAAC,505834.0,1532.6868516278018,71.26018211151064,0.06041683321779742,22.0,12.0
Samford,Southern,505836.0,1529.5681989732993,63.945518785839795,0.05998177087788866,21.0,11.0
Winthrop,Big South,505540.0,1528.3853938973343,69.2513222795678,0.05993464139762628,23.0,9.0
Texas St.,Sunbelt,505489.0,1528.0485664992846,69.69422395205899,0.05992596104883849,21.0,8.0
Delaware,CAA,505641.0,1520.9625957018618,65.70881040602131,0.05984242247648285,22.0,13.0
Princeton,Ivy,505795.0,1508.4872599900827,70.99622627215709,0.05996612616578564,23.0,7.0
Western Ky.,C-USA,505536.0,1507.991949775907,66.17480191732298,0.059849126645492294,19.0,13.0
North Dakota St.,Summit,505764.0,1506.9161930538335,70.66032361390111,0.059866904603918546,23.0,10.0
Morehead St.,OVC,505740.0,1504.0763134178444,77.18205850759112,0.06003315603814511,23.0,11.0
Wofford,Southern,505562.0,1502.0345016953777,63.131676956413074,0.05979544202397695,19.0,13.0
California,Pac 12,505612.0,1497.7140106287866,68.37024008844999,0.059968041918869744,12.0,20.0
UTEP,C-USA,505508.0,1496.2822373971069,69.44148998519881,0.05995663282036043,20.0,14.0
Boston College,ACC,505594.0,1495.4398932893914,67.65946515309146,0.06020756868980322,13.0,20.0
Ohio,MAC,505779.0,1493.5907274271563,70.13600682014162,0.059915950971498044,25.0,10.0
Utah Valley,WAC,505569.0,1493.4057565996604,68.3476827424065,0.06004308566775403,20.0,12.0
Iona,MAAC,505690.0,1493.1856526195083,75.4309227226689,0.06015063650923326,25.0,8.0
Long Beach St.,Big West,505608.0,1490.9322647058855,67.32523976475721,0.05987832899854551,20.0,13.0
Georgia Tech,ACC,505669.0,1481.8174733651547,67.8593570351599,0.05992012824095559,12.0,20.0
Cal St. Fullerton,Big West,505607.0,1481.5221514179707,66.25222457850148,0.059984636818141444,21.0,11.0
East Carolina,AAC,505648.0,1476.5345940554173,65.20115213570817,0.05979259477952608,15.0,15.0
Pittsburgh,ACC,505791.0,1475.8123576860212,66.7757835394717,0.0601176646290196,11.0,21.0
New Mexico,MWC,505756.0,1472.3947041131846,66.85980450261766,0.05997361087855999,13.0,19.0
Sam Houston St.,Southland,505835.0,1472.2933758604029,67.40668346173777,0.06012739982073031,19.0,14.0
Utah,Pac 12,505519.0,1467.978512470288,68.22753283683797,0.05993137343547378,11.0,20.0
Buffalo,MAC,505602.0,1459.175044614487,69.00578022083417,0.05990199312314028,19.0,11.0
NC State,ACC,505763.0,1458.1172883305362,68.10459034999492,0.059978492166235596,11.0,21.0
Georgia St.,Sunbelt,505668.0,1455.7225787970922,66.5924971061888,0.05989542264259698,18.0,11.0
Yale,Ivy,505547.0,1441.3076078330027,67.55254297752596,0.059962044910710735,19.0,12.0
Liberty,A-Sun,505705.0,1439.0301792314062,69.718905209173,0.05999673524936738,22.0,11.0
UC Irvine,Big West,505614.0,1438.3022531117306,66.43977958810468,0.060143473318398324,15.0,10.0
Col. of Charleston,CAA,505550.0,1437.8853132938586,64.53389929337291,0.0599775378093197,17.0,15.0
Jacksonville St.,OVC,505694.0,1428.732002518078,70.09200772869893,0.06001420054328676,21.0,11.0
Charlotte,C-USA,505746.0,1427.2456774418058,64.5108001333553,0.059855981985402956,17.0,14.0
Appalachian St.,Sunbelt,505580.0,1425.9458735089647,64.44314941964562,0.0598911058160731,19.0,15.0
Bradley,MVC,505597.0,1421.6207529565368,67.19426233114564,0.060185026609202316,17.0,14.0
Fla. Atlantic,C-USA,505658.0,1419.6580182677849,66.39835623267598,0.05992994186620173,19.0,15.0
Drexel,CAA,505645.0,1416.1369305837177,64.3963714875896,0.059941258010911345,15.0,14.0
Norfolk St.,MEAC,505760.0,1414.4869965529379,75.5005606319855,0.06001116394889035,24.0,7.0
Portland,WCC,505793.0,1412.7531745437766,69.81143127079288,0.059896077837294115,19.0,15.0
Fordham,A-10,505662.0,1411.5547912538466,67.74838750936239,0.06000838229463025,16.0,16.0
Massachusetts,A-10,505723.0,1411.0114859721841,65.67839600318733,0.06011820731575468,15.0,17.0
Tulsa,AAC,505514.0,1409.9561811824806,67.34916646463991,0.059928789705508065,11.0,20.0
Northern Colo.,Big Sky,505770.0,1407.066560674148,66.25067909026546,0.06008738406734374,22.0,16.0
George Mason,A-10,505664.0,1405.8540764514241,67.11848470688811,0.06016601783912073,14.0,16.0
UNC Greensboro,Southern,505747.0,1405.6764932215156,63.428305350678805,0.06005934528415968,17.0,15.0
Arkansas St.,Sunbelt,505583.0,1402.268458266196,65.96299882436371,0.059932291014822406,18.0,11.0
Jacksonville,A-Sun,505695.0,1399.3971206370584,68.91964020764725,0.05990965747934063,21.0,10.0
South Dakota,Summit,505477.0,1398.8009288305752,67.02293828155906,0.05980299882609763,19.0,12.0
Southern Utah,Big Sky,505487.0,1398.3418331083874,69.24879064259665,0.059919000276063165,23.0,12.0
Hawaii,Big West,505676.0,1396.3530609324148,65.28245699932032,0.05991398828900019,17.0,11.0
South Alabama,Sunbelt,505473.0,1395.6896593973372,68.14169067863172,0.060033036161789455,21.0,12.0
Southern Ill.,MVC,505482.0,1394.2344989817902,65.93559901253784,0.05988106823696861,16.0,15.0
Mercer,Southern,505726.0,1394.1052078602247,62.92914238012641,0.05989660735313905,16.0,17.0
VMI,Southern,505525.0,1393.6989024595996,63.73974117619831,0.06021622555951126,16.0,16.0
Oral Roberts,Summit,505783.0,1392.897584894266,68.21489011567161,0.0598746000588546,19.0,12.0
UC Santa Barbara,Big West,505611.0,1392.741429713177,65.01242162833633,0.059964999617813756,17.0,11.0
Troy,Sunbelt,505512.0,1389.1857673701727,65.78049528103553,0.06013611107697637,20.0,12.0
ETSU,Southern,505649.0,1388.3444032176071,63.36356284747132,0.060214181568074315,15.0,17.0
Coastal Carolina,Sunbelt,505627.0,1387.6212547707084,68.09749958501688,0.06003917703763321,19.0,14.0
Weber St.,Big Sky,505532.0,1383.58907061059,65.84337938231893,0.05995297986618235,21.0,12.0
UC Riverside,Big West,505616.0,1378.7431484960175,65.14639440004089,0.06003909028127735,16.0,12.0
James Madison,CAA,505696.0,1376.3408301138468,64.91936626840456,0.05993266636972743,15.0,14.0
Kansas City,WAC,505559.0,1375.4073739188125,68.63010202793897,0.060116483998073476,19.0,12.0
Rhode Island,A-10,505800.0,1371.542024626606,68.80505726067432,0.059982190721356195,15.0,16.0
Monmouth,MAAC,505737.0,1362.7353351658505,67.55669141989944,0.0601432818759137,21.0,13.0
Gardner-Webb,Big South,505552.0,1360.6443034622976,65.2999780811635,0.05983709582739949,18.0,13.0
Old Dominion,C-USA,505782.0,1355.3125633925704,64.80185788135924,0.060038337570099166,13.0,19.0
Louisiana,Sunbelt,505490.0,1354.5876236942518,63.66199797843156,0.06001288760926227,16.0,15.0
FGCU,A-Sun,505568.0,1353.5724140953103,68.99177844526042,0.05999941247096516,22.0,12.0
Bellarmine,A-Sun,505877.0,1350.5323333359897,69.98042397874515,0.059902025815020105,20.0,13.0
San Diego,WCC,505838.0,1350.5063940115174,68.46092925522368,0.05992053626236942,15.0,16.0
Wright St.,Horizon,505544.0,1346.2090894771095,66.78136417156965,0.06003467879750937,22.0,14.0
Air Force,MWC,505515.0,1342.0213736994385,69.09306988239345,0.05995025873071459,11.0,18.0
The Citadel,Southern,505624.0,1336.8825595315786,65.88423097452495,0.06007254712343808,13.0,18.0
Oakland,Horizon,505777.0,1335.5686054714326,69.7551960456842,0.060288292861766464,20.0,12.0
Colgate,Patriot,505628.0,1329.7139197018696,70.61614914991094,0.0599677138329044,23.0,12.0
George Washington,A-10,505665.0,1325.2373580089939,65.72755119624736,0.05996208934806159,12.0,18.0
Northern Ky.,Horizon,505773.0,1321.5227361941195,66.24958518049836,0.06016358476441899,20.0,12.0
Rice,C-USA,505801.0,1321.203042555448,68.4492141809807,0.05995426180471296,16.0,17.0
LMU (CA),WCC,505713.0,1312.1554909209478,68.524508226632,0.059967484991988,11.0,18.0
Eastern Wash.,Big Sky,505653.0,1308.9777963878514,66.78362793532224,0.060021027667325186,18.0,16.0
Purdue Fort Wayne,Summit,505689.0,1308.6775745927566,67.09660600878063,0.05993466001918808,21.0,12.0
Elon,CAA,505551.0,1306.7908243422064,68.0298614943772,0.06006335726232429,10.0,22.0
California Baptist,WAC,505841.0,1304.6053525003945,71.95449886349223,0.05994519524726515,18.0,16.0
Georgia,SEC,505670.0,1303.7084455762508,75.84763649225988,0.059982282926527915,6.0,26.0
UC Davis,Big West,505613.0,1303.4593400067556,64.60695264186707,0.060032352278349396,13.0,11.0
Wagner,NEC,505528.0,1299.7058643468965,81.35375827064412,0.060131807124580994,21.0,6.0
Georgetown,Big East,505666.0,1295.4947448928647,84.81366940584103,0.0600373453902775,6.0,25.0
Valparaiso,MVC,505520.0,1292.8716111777662,66.52725342909136,0.05990349645359384,14.0,18.0
Dixie St.,WAC,506427.0,1291.8895851296288,71.4885210435523,0.059961968882596826,13.0,18.0
Tarleton St.,WAC,506541.0,1291.5541924462768,73.14926612339045,0.059982748683030294,14.0,17.0
Penn,Ivy,505789.0,1289.0160443206978,66.14065588719282,0.059981849706087685,12.0,16.0
Saint Joseph's,A-10,505831.0,1288.1602242299941,66.73332652877845,0.06003723293768368,11.0,19.0
Cornell,Ivy,505634.0,1283.5599251529416,67.04414380328272,0.05998551740879941,15.0,11.0
Texas Southern,SWAC,505504.0,1279.4870456402766,68.58302309870254,0.059940696450684415,19.0,13.0
Montana,Big Sky,505739.0,1277.2616422559056,65.81397416795602,0.060171584001107926,18.0,14.0
Cleveland St.,Horizon,505626.0,1274.8430861225452,68.58977329393512,0.05991633895966604,20.0,11.0
UNC Asheville,Big South,505744.0,1273.743011136332,67.38923628053792,0.060100195376926534,17.0,15.0
South Fla.,AAC,505478.0,1268.9560465549048,73.4122694542577,0.0600445779486207,8.0,23.0
Ga. Southern,Sunbelt,505667.0,1267.9937096461795,65.12166093498446,0.05994249242598146,13.0,16.0
Western Caro.,Southern,505534.0,1265.5772630007637,65.28130740966976,0.0599787566002823,11.0,21.0
Marshall,C-USA,505719.0,1264.7019528113194,66.45770635144623,0.05992196323638876,12.0,21.0
San Jose St.,MWC,505840.0,1261.5247281247732,72.01246713338891,0.05998145064876526,8.0,23.0
USC Upstate,Big South,505563.0,1261.184706122889,67.88327389431059,0.0598856456706293,15.0,17.0
Ball St.,MAC,505588.0,1259.1393254305663,67.07361307228193,0.059931186465556646,14.0,17.0
Portland St.,Big Sky,505792.0,1258.7427130556935,64.73982469261956,0.060014043962777444,14.0,17.0
UT Arlington,Sunbelt,505506.0,1258.50660676709,65.277760621831,0.06006332702088562,11.0,18.0
Bryant,NEC,505600.0,1252.5568820878093,72.44451733511556,0.05991205989065928,22.0,10.0
Navy,Patriot,505517.0,1249.448098397391,70.8320977306753,0.0601469212754422,21.0,11.0
FIU,C-USA,505659.0,1246.177404452838,64.99222505643945,0.05995660461274656,15.0,17.0
Campbell,Big South,505617.0,1245.5392886022223,64.4880683408345,0.05988778435448819,16.0,13.0
Illinois St.,MVC,505684.0,1238.299031869109,67.7827814457972,0.060059728031176,13.0,20.0
UC San Diego,Big West,505932.0,1225.7772051019456,65.47495475423209,0.06010209260467713,13.0,16.0
La Salle,A-10,505701.0,1225.282722129149,74.28361804203016,0.06006751208445043,11.0,19.0
North Florida,A-Sun,505560.0,1223.6242415300349,67.68734360535464,0.06003307079135324,11.0,20.0
Siena,MAAC,505472.0,1221.7899985129718,63.864797996304056,0.060069589314428455,15.0,14.0
ULM,Sunbelt,505767.0,1217.782038535393,65.99071697796357,0.05993147036540782,13.0,18.0
High Point,Big South,505565.0,1213.3698632591986,66.32755462758853,0.060091172475047215,14.0,18.0
Western Ill.,Summit,505535.0,1212.9744338692055,68.45065491636585,0.06011833777559127,16.0,16.0
Boston U.,Patriot,505595.0,1212.961559633209,67.76093806875957,0.06002890159714775,22.0,13.0
Detroit Mercy,Horizon,505643.0,1212.8701475754333,67.51436388986734,0.05996376954018541,14.0,16.0
Niagara,MAAC,505758.0,1204.3717302411865,64.70433655464221,0.0601736067151886,14.0,16.0
UMBC,Am. East,505720.0,1203.1295311120914,68.23558315818451,0.059906212337771,18.0,14.0
Brown,Ivy,505599.0,1200.1843740333345,66.94788361996413,0.059873521709038646,13.0,16.0
Harvard,Ivy,505675.0,1197.8933184371654,65.23387369556144,0.05986198271125537,13.0,13.0
Northeastern,CAA,505768.0,1195.6319541273238,68.23344138294533,0.05998535756641491,9.0,22.0
Nicholls St.,Southland,505759.0,1194.3363630349552,70.16763168914513,0.06002029709386415,21.0,12.0
Alcorn,SWAC,505578.0,1193.5437682691422,68.44516251502826,0.05995602680379926,17.0,17.0
Youngstown St.,Horizon,505548.0,1189.3148580909592,69.52639734765322,0.05996128745228783,19.0,15.0
Rider,MAAC,505803.0,1184.333223297992,65.46680290493931,0.06009778657366912,14.0,19.0
Kennesaw St.,A-Sun,505554.0,1184.1748697360454,68.24758040833449,0.06000385917867513,13.0,18.0
Miami (OH),MAC,505727.0,1183.1648317365316,68.7335390293118,0.059940667954473614,14.0,18.0
Marist,MAAC,505717.0,1182.4265942804363,63.54347342584001,0.060189824133540605,14.0,16.0
Manhattan,MAAC,505716.0,1180.5584346437795,64.88179803853625,0.06010686106456761,15.0,15.0
Stony Brook,Am. East,505494.0,1180.1172568141944,66.79105064799512,0.0600985820217176,18.0,13.0
Indiana St.,MVC,505687.0,1177.2437946125879,67.97911606840835,0.059969758756094386,11.0,20.0
Sacramento St.,Big Sky,505610.0,1176.2719123619045,66.0190139084065,0.060010743871090975,11.0,18.0
Dartmouth,Ivy,505636.0,1175.4027763278011,66.00995271460756,0.0599480031814177,9.0,16.0
Little Rock,Sunbelt,505585.0,1171.846271999938,69.19712975180639,0.06004472237993573,9.0,19.0
Southeast Mo. St.,OVC,505479.0,1169.4473785085434,68.92645187640404,0.06001908603268143,14.0,18.0
Bowling Green,MAC,505596.0,1164.7461010027555,68.5578691312038,0.059954582062673206,13.0,18.0
Howard,MEAC,505681.0,1164.4395341452619,66.50863420433959,0.060008670609149786,16.0,13.0
Fairfield,MAAC,505655.0,1160.1642452272054,65.847368141413,0.05990879941657026,15.0,18.0
Radford,Big South,505799.0,1160.1391879518646,65.21702289364809,0.05985322495928682,11.0,18.0
Northern Ill.,MAC,505771.0,1156.4073053739885,68.26051416756884,0.06019239666262124,9.0,21.0
Southern U.,SWAC,505486.0,1154.3341127560302,67.31170431954052,0.06024729962909577,17.0,14.0
Lipscomb,A-Sun,505567.0,1152.9668145439425,67.9376094978673,0.059974259897816434,14.0,19.0
Central Ark.,Southland,505549.0,1152.7992416233444,68.20890321497795,0.0599560072756559,11.0,20.0
N.C. A&T,MEAC,505761.0,1145.8268844033585,66.22673630838949,0.05998906187889705,12.0,20.0
Quinnipiac,MAAC,505798.0,1144.4700245646077,64.94497257446734,0.0599704331738619,14.0,17.0
Austin Peay,OVC,505587.0,1142.0255448828411,67.79700774522789,0.05997497263179756,12.0,17.0
N.C. Central,MEAC,505762.0,1138.1674833681218,67.49170416993098,0.0600654468436585,16.0,15.0
New Hampshire,Am. East,505753.0,1136.5318672191581,65.68344767733475,0.060016576637534534,15.0,13.0
A&M-Corpus Christi,Southland,505566.0,1132.6385248582746,69.94149026517073,0.0599576609340204,23.0,12.0
Pacific,WCC,505786.0,1132.206817992228,71.09532476606005,0.05995656452112114,8.0,22.0
UIC,Horizon,505686.0,1131.2952856993913,68.48088151793762,0.0598546493002526,14.0,16.0
Oregon St.,Pac 12,505784.0,1131.07735230505,88.41543041190332,0.05995783198793995,3.0,28.0
Denver,Summit,505642.0,1126.188802350303,69.83285439839325,0.05992456831230974,11.0,21.0
Eastern Mich.,MAC,505652.0,1119.8515208296878,67.7460761566126,0.05990062093434485,10.0,21.0
Presbyterian,Big South,505555.0,1115.0052043068324,66.85296620824036,0.05996114737792743,12.0,20.0
